,Actual Vote of Justice 1,Actual Vote of Justice 2,Actual Vote of Justice 3,Actual Vote of Justice 4,Actual Vote of Justice 5,Actual Vote of Justice 6,Actual Vote of Justice 7,Actual Vote of Justice 8,Actual Vote of Justice 9,Actual Winning Party,Case IDs,Code for Justice 1,Code for Justice 2,Code for Justice 3,Code for Justice 4,Code for Justice 5,Code for Justice 6,Code for Justice 7,Code for Justice 8,Code for Justice 9,Prediction Vote of Justice 1,Prediction Vote of Justice 2,Prediction Vote of Justice 3,Prediction Vote of Justice 4,Prediction Vote of Justice 5,Prediction Vote of Justice 6,Prediction Vote of Justice 7,Prediction Vote of Justice 8,Prediction Vote of Justice 9,Prediction for Winning Party
1481,[1],[2],[1],[1],[1],[2],[1],[2],[2],[1],2003023,102,103,104,105,106,107,108,109,110,1,2,1,1,1,2,1,1,1,1
1482,[2],[1],[1],[1],[1],[1],[3],[1],[1],[0],2000065,108,109,110,102,103,104,105,106,107,1,2,1,1,1,1,1,1,1,1
1483,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2004052,105,106,107,108,109,110,111,103,104,1,1,1,1,1,1,1,1,1,1
1484,[1],[1],[1],[1],[4],[4],[4],[4],[4],[1],1983006,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1485,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1979136,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1486,[1],[1],[1],[1],[2],[1],[2],[2],[1],[1],1959073,93,94,90,78,80,81,88,91,92,1,1,1,1,2,1,2,1,1,1
1487,[2],[1],[2],[1],[1],[2],[1],[2],[1],[1],1990035,95,100,102,103,104,105,106,107,98,1,1,1,2,1,1,1,1,1,1
1488,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1986033,98,92,95,100,101,102,103,104,105,1,1,1,1,1,1,4,1,1,1
1489,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2002082,102,103,104,105,106,107,108,109,110,1,1,1,1,1,1,1,1,1,1
1490,[2],[2],[1],[1],[1],[1],[1],[2],[2],[0],1956014,79,91,78,81,92,90,88,80,86,1,1,1,1,1,1,1,1,1,1
1491,[1],[1],[1],[3],[1],[4],[2],[1],[3],[1],1967150,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,2,1,1,0
1492,[2],[1],[1],[1],[1],[1],[1],[1],[1],[1],2001069,108,109,110,102,103,104,105,106,107,1,2,1,1,1,1,1,1,1,1
1493,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1979045,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,0
1494,[1],[1],[4],[1],[1],[1],[1],[1],[1],[1],1946016,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
1495,[1],[2],[2],[1],[1],[1],[1],[1],[1],[1],1979017,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
1496,[1],[2],[1],[1],[1],[2],[1],[1],[2],[1],2007003,108,109,110,111,112,103,105,106,107,1,2,1,1,1,1,1,1,1,1
1497,[2],[2],[1],[3],[1],[2],[3],[1],[1],[1],1989036,98,92,95,100,102,103,104,105,106,2,2,1,1,1,2,1,1,1,0
1498,[1],[1],[1],[2],[1],[2],[2],[1],[1],[1],1971153,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1
1499,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1956034,79,91,78,81,92,90,88,80,86,1,1,1,1,1,1,1,1,1,1
1500,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1966029,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
1501,[1],[1],[2],[2],[1],[1],[4],[1],[1],[0],2007021,107,108,109,110,112,103,105,106,107,1,1,1,1,1,1,1,1,1,1
1502,[1],[1],[1],[2],[2],[2],[2],[1],[1],[0],1957036,93,86,91,78,81,92,90,88,80,1,1,1,1,1,1,1,1,1,1
1503,[1],[1],[3],[1],[1],[1],[1],[1],[2],[1],2004009,104,105,106,107,108,109,110,102,103,1,1,1,1,1,1,1,1,1,1
1504,[1],[1],[1],[1],[2],[1],[1],[1],[1],[1],1982166,98,92,95,99,100,101,102,103,104,1,1,1,1,2,1,1,1,1,1
1505,[1],[2],[1],[2],[2],[1],[1],[1],[1],[0],1997056,106,107,108,109,110,102,103,104,105,1,2,1,2,2,1,1,1,1,1
1506,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1972055,100,101,102,81,94,98,92,95,99,1,1,1,4,1,1,1,1,1,1
1507,[1],[1],[1],[1],[1],[2],[1],[1],[2],[1],1980101,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1508,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1978074,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1509,[2],[2],[4],[1],[1],[2],[1],[1],[1],[1],1987108,98,92,95,100,102,103,104,105,106,2,2,1,1,1,2,1,1,1,0
1510,[1],[3],[2],[4],[1],[2],[2],[1],[1],[1],1991040,103,104,105,106,107,108,95,100,102,1,1,2,1,1,1,1,1,1,1
1511,[2],[1],[1],[1],[1],[1],[1],[1],[1],[0],1964020,81,94,92,95,90,88,96,90,78,2,1,1,1,1,1,1,1,1,0
1512,[1],[3],[2],[1],[1],[2],[2],[2],[3],[1],2005085,106,107,108,109,110,111,112,103,105,1,1,2,1,1,1,1,1,2,1
1513,[1],[1],[1],[3],[3],[3],[3],[1],[2],[1],1973068,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,2,0
1514,[3],[3],[1],[1],[1],[3],[1],[1],[3],[0],1983157,98,92,95,99,100,101,102,103,104,1,1,1,1,1,3,1,1,1,0
1515,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1987156,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
1516,[1],[1],[1],[1],[1],[1],[1],[1],[2],[1],1965108,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
1517,[1],[1],[3],[4],[1],[4],[4],[1],[4],[1],2003084,104,105,106,107,108,109,110,102,103,1,1,1,1,1,1,1,1,1,1
1518,[2],[1],[1],[1],[2],[1],[1],[1],[1],[1],1962023,81,94,92,95,90,88,96,91,78,2,1,1,1,1,1,1,1,1,1
1519,[2],[1],[1],[1],[1],[1],[1],[1],[1],[0],1992016,103,104,105,106,107,108,95,100,102,2,1,1,1,1,1,1,1,1,1
1520,[4],[1],[1],[3],[2],[2],[1],[1],[2],[1],2007002,108,109,110,111,112,103,105,106,107,1,1,1,1,1,1,1,1,1,1
1521,[1],[1],[1],[1],[1],[4],[1],[1],[1],[0],1958005,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,0
1522,[2],[1],[1],[1],[1],[1],[1],[2],[1],[1],1992006,103,104,105,106,107,108,95,100,102,2,1,1,1,1,1,1,2,1,1
1523,[1],[3],[1],[2],[3],[4],[4],[4],[1],[1],1973103,100,101,102,81,94,98,92,95,99,1,1,1,2,1,1,1,1,1,1
1524,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2016041,108,109,110,112,113,114,115,111,106,1,1,1,1,1,1,1,1,1,1
1525,[3],[1],[1],[4],[1],[2],[2],[1],[1],[1],2003040,104,105,106,107,108,109,110,102,103,1,1,1,1,1,1,1,1,1,1
1526,[1],[1],[1],[1],[1],[1],[1],[2],[2],[0],1993006,105,106,107,108,109,100,102,103,104,1,1,1,1,1,1,1,1,1,1
1527,[1],[2],[1],[1],[1],[1],[1],[2],[2],[1],1956030,79,91,78,81,92,90,88,80,86,1,1,1,2,1,1,1,1,1,0
1528,[1],[5],[2],[2],[1],[4],[2],[1],[2],[1],1985103,98,92,95,99,100,101,102,103,104,1,1,2,2,1,1,2,3,2,1
1529,[1],[2],[2],[1],[1],[1],[2],[1],[2],[1],1976141,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,2,1
1530,[1],[1],[2],[1],[1],[2],[2],[1],[4],[1],2013047,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,2,1,1,1
1531,[1],[1],[2],[4],[5],[2],[2],[2],[1],[0],1947007,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,2,1,1,0
1532,[1],[1],[4],[4],[1],[1],[4],[1],[1],[0],1986144,102,103,104,105,98,92,95,100,102,1,1,1,1,1,1,1,1,1,1
1533,[1],[1],[1],[1],[2],[1],[3],[2],[3],[0],1977069,94,98,92,95,99,100,101,102,103,1,1,1,1,2,1,1,2,1,1
1534,[1],[2],[2],[1],[1],[1],[1],[1],[1],[0],1980029,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
1535,[2],[1],[1],[1],[2],[1],[2],[1],[2],[1],1992082,103,104,105,106,107,108,100,102,103,2,1,1,1,1,1,1,1,1,1
1536,[1],[1],[1],[1],[2],[1],[1],[1],[2],[0],1954066,89,91,78,81,90,88,80,86,79,1,1,1,1,1,1,1,1,1,0
1537,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1983066,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1538,[1],[1],[1],[1],[1],[1],[1],[2],[4],[0],1970028,94,98,92,95,99,100,91,78,81,1,1,1,1,1,1,1,1,2,1
1539,[1],[4],[1],[1],[1],[4],[1],[1],[2],[0],1990050,95,100,102,103,104,105,106,107,98,1,1,1,1,1,1,1,1,1,1
1540,[2],[2],[2],[1],[1],[1],[1],[1],[2],[1],1978104,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,2,1
1541,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2002072,102,103,104,105,106,107,108,109,110,1,1,1,1,1,1,1,1,1,1
1542,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2006014,107,108,109,110,111,112,103,105,106,1,1,1,1,1,1,1,1,1,1
1543,[2],[2],[1],[1],[1],[3],[1],[1],[1],[1],1968023,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
1544,[1],[1],[1],[3],[1],[1],[1],[1],[1],[1],1985023,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1545,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1967135,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
1546,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1958029,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
1547,[1],[1],[1],[1],[1],[2],[1],[1],[1],[1],1988063,98,92,95,100,102,103,104,105,106,1,1,1,1,1,2,1,1,1,0
1548,[2],[4],[4],[4],[2],[4],[2],[2],[1],[1],1987058,102,92,95,98,100,103,104,105,106,1,1,1,1,2,1,2,2,1,0
1549,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2007057,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,1,1,1,1
1550,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1970123,99,100,81,94,98,92,95,99,100,1,1,1,1,1,1,1,1,1,1
1551,[1],[1],[1],[1],[1],[1],[1],[1],[2],[0],1978037,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,2,1
1552,[1],[1],[1],[1],[4],[1],[4],[1],[1],[1],1966052,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
1553,[1],[1],[1],[1],[1],[2],[2],[1],[2],[0],1992095,105,106,107,108,109,100,102,103,104,1,1,1,1,1,2,1,2,1,1
1554,[1],[1],[1],[2],[1],[1],[1],[1],[1],[0],1956016,79,91,78,81,92,90,88,80,86,1,1,1,2,1,1,1,1,1,1
1555,[1],[1],[1],[2],[2],[1],[4],[1],[1],[0],1966132,94,92,95,90,88,97,91,78,81,1,1,1,2,1,1,1,1,1,1
1556,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1992108,105,106,107,108,109,100,102,103,104,1,1,1,1,1,1,1,1,1,0
1557,[2],[2],[3],[2],[1],[1],[3],[1],[1],[1],1993055,105,106,107,108,109,100,102,103,104,1,1,2,1,2,1,1,3,1,0
1558,[2],[1],[1],[4],[1],[1],[1],[1],[1],[1],1959091,80,93,91,78,81,94,92,90,88,1,2,1,1,1,1,1,1,1,1
1559,[2],[2],[4],[1],[4],[4],[1],[1],[1],[1],1970144,99,100,81,94,98,92,95,99,100,1,1,1,1,1,1,1,1,1,1
1560,[2],[2],[1],[2],[1],[1],[1],[1],[4],[0],1987138,98,92,95,100,102,103,104,105,106,2,2,1,2,1,1,1,1,1,0
1561,[2],[2],[1],[2],[1],[1],[2],[1],[1],[1],1986103,98,92,95,100,101,102,103,104,105,2,2,1,1,1,1,1,1,1,1
1562,[1],[4],[1],[3],[2],[1],[1],[1],[1],[1],1968124,92,95,90,91,78,81,94,98,92,1,1,1,1,1,1,1,1,1,1
1563,[2],[1],[1],[3],[1],[1],[1],[1],[1],[0],1992024,103,104,105,106,107,108,95,100,102,2,1,1,1,1,1,1,4,1,0
1564,[3],[3],[1],[1],[1],[4],[4],[1],[3],[1],1981017,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1565,[5],[2],[4],[1],[4],[2],[1],[1],[1],[1],2002022,108,109,110,102,103,104,105,106,107,1,2,1,1,1,1,1,1,1,1
1566,[2],[1],[2],[2],[1],[2],[2],[1],[1],[1],1972044,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1
1567,[3],[1],[1],[3],[3],[1],[3],[1],[2],[1],2016045,108,109,110,112,113,114,115,111,106,1,1,1,1,1,1,1,1,1,1
1568,[2],[2],[2],[2],[1],[1],[1],[1],[2],[1],1990072,95,98,100,103,104,105,106,107,98,1,1,1,1,2,1,1,1,1,1
1569,[3],[1],[1],[1],[1],[1],[1],[2],[2],[0],1997057,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,2,1
1570,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1997031,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1571,[1],[1],[2],[1],[2],[4],[1],[1],[2],[1],1973135,100,101,102,81,94,98,92,95,99,1,1,2,1,1,1,1,1,1,0
1572,[2],[2],[2],[2],[1],[4],[4],[1],[1],[1],1977123,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
1573,[1],[1],[2],[2],[1],[2],[2],[3],[1],[1],1982091,98,92,95,99,100,101,102,103,104,1,2,1,1,1,1,1,1,1,1
1574,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1987065,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
1575,[2],[4],[4],[5],[2],[4],[1],[1],[2],[1],1948115,86,84,81,80,79,78,85,82,87,2,2,1,5,2,4,1,1,2,1
1576,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1962110,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,0
1577,[2],[1],[1],[1],[1],[2],[2],[2],[1],[1],1981083,98,92,95,99,100,101,102,103,104,1,1,1,1,1,2,2,1,1,1
1578,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1959084,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,0
1579,[1],[2],[2],[2],[1],[1],[4],[1],[2],[0],1990041,95,98,100,103,104,105,106,107,98,1,1,1,1,1,1,1,1,2,1
1580,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],2004072,105,106,107,108,109,110,112,103,105,1,1,1,1,1,1,1,1,1,1
1581,[1],[1],[2],[1],[1],[1],[1],[2],[2],[1],2013046,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
1582,[1],[2],[2],[2],[3],[3],[1],[1],[2],[1],1970106,94,98,92,95,99,100,91,78,81,1,1,1,1,1,1,1,1,1,1
1583,[1],[2],[1],[1],[1],[1],[1],[2],[1],[0],2009027,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
1584,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1963111,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,0
1585,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1964053,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
1586,[1],[1],[2],[1],[1],[1],[1],[1],[4],[1],1972078,100,101,102,81,94,98,92,95,99,1,1,2,1,1,1,1,1,1,1
1587,[1],[4],[4],[1],[1],[1],[1],[1],[1],[0],2005055,105,106,107,108,109,110,112,103,105,1,1,1,1,1,1,1,1,1,1
1588,[1],[1],[1],[2],[2],[2],[2],[2],[1],[1],1968073,94,98,92,95,90,97,91,78,81,1,1,1,2,1,1,1,1,1,1
1589,[1],[1],[1],[1],[1],[1],[1],[2],[2],[1],1977139,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,2,2,1
1590,[1],[2],[1],[1],[3],[1],[1],[2],[1],[1],1962138,81,94,92,95,90,88,96,91,78,1,2,1,1,1,1,1,2,1,1
1591,[1],[1],[1],[1],[1],[1],[1],[3],[2],[1],1962007,81,94,92,95,90,88,96,90,78,1,1,1,1,1,1,1,2,1,1
1592,[2],[1],[1],[1],[1],[1],[1],[1],[1],[0],1959131,80,93,91,78,81,94,92,90,88,2,1,1,1,1,1,1,1,1,1
1593,[2],[2],[1],[1],[1],[1],[1],[1],[1],[1],1958007,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
1594,[1],[1],[1],[1],[1],[1],[4],[1],[1],[1],2008073,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
1595,[1],[1],[1],[2],[4],[1],[4],[1],[1],[1],1964056,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
1596,[1],[1],[1],[1],[1],[1],[1],[4],[1],[1],2008071,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
1597,[2],[2],[1],[1],[1],[1],[1],[4],[1],[0],1984125,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,1,1,0
1598,[1],[1],[1],[2],[1],[1],[1],[1],[1],[0],1960007,93,94,91,78,81,94,92,90,88,1,1,1,2,1,1,1,1,1,1
1599,[1],[1],[4],[1],[1],[1],[1],[1],[1],[1],1958114,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
1600,[1],[1],[1],[2],[2],[1],[2],[1],[1],[0],1952044,88,86,84,81,80,79,78,87,89,1,1,1,2,2,1,2,1,1,0
1601,[1],[2],[1],[2],[2],[1],[2],[1],[1],[0],1951054,88,86,84,81,80,79,78,87,89,1,1,1,2,2,1,2,1,1,0
1602,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],2015037,109,110,112,113,114,111,106,108,109,1,1,1,1,1,1,1,1,1,1
1603,[1],[1],[1],[2],[1],[2],[2],[1],[2],[1],1981128,98,92,95,99,100,101,102,103,104,1,1,1,2,1,2,2,1,1,1
1604,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1999054,107,108,109,110,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
1605,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1981013,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1606,[3],[3],[1],[1],[1],[1],[1],[1],[1],[0],1987154,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
1607,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1987044,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
1608,[2],[1],[3],[1],[1],[1],[4],[1],[1],[1],1969050,99,91,78,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
1609,[2],[2],[3],[2],[1],[2],[3],[3],[1],[1],2001039,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
1610,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1991116,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,1,1,1
1611,[1],[1],[1],[1],[1],[1],[3],[1],[2],[1],1998056,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,2,1
1612,[1],[2],[1],[2],[1],[2],[1],[1],[2],[0],1965133,94,92,95,90,88,97,91,78,81,2,1,1,1,1,1,1,1,2,1
1613,[3],[3],[1],[1],[1],[1],[3],[1],[1],[1],2015001,110,112,113,114,111,106,108,109,110,1,1,1,1,1,1,1,1,1,1
1614,[2],[2],[2],[1],[1],[1],[1],[1],[1],[0],1978065,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
1615,[2],[1],[5],[1],[2],[1],[1],[3],[2],[1],2002043,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
1616,[3],[1],[1],[1],[2],[1],[4],[4],[1],[1],1967158,91,92,94,95,97,98,91,78,81,4,1,1,1,1,1,1,1,1,1
1617,[1],[1],[2],[1],[1],[1],[1],[1],[2],[1],1960071,80,93,91,78,81,94,92,90,88,1,1,1,2,1,1,1,1,1,1
1618,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1957147,93,86,91,78,81,92,90,88,80,1,1,1,1,1,1,1,2,1,1
1619,[1],[1],[1],[2],[1],[2],[3],[3],[3],[0],1972119,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,1,1,1,0
1620,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],2006019,108,109,110,111,112,103,105,106,107,1,1,1,1,1,1,1,1,1,0
1621,[1],[2],[1],[3],[1],[1],[1],[1],[2],[0],1946089,86,84,81,80,79,78,85,82,87,1,2,1,1,1,1,1,1,1,0
1622,[1],[1],[2],[1],[2],[1],[2],[4],[1],[0],1988091,98,92,95,100,102,103,104,105,106,1,1,1,1,1,2,2,1,1,1
1623,[2],[2],[1],[1],[2],[1],[1],[1],[3],[1],1980044,94,98,92,95,99,100,101,102,103,1,2,1,1,1,1,1,1,1,1
1624,[1],[1],[1],[1],[1],[1],[1],[1],[3],[1],1983159,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1625,[1],[1],[1],[2],[2],[2],[4],[2],[1],[1],1970113,94,98,92,95,99,100,91,78,81,1,1,1,2,2,2,1,1,1,1
1626,[1],[3],[1],[1],[1],[1],[1],[1],[3],[1],2003079,104,105,106,107,108,109,110,102,103,1,1,1,1,1,1,1,1,1,1
1627,[1],[1],[4],[1],[1],[3],[3],[1],[3],[0],2013016,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
1628,[1],[1],[1],[2],[2],[2],[2],[1],[1],[1],1957084,93,86,91,78,81,92,90,88,80,1,1,1,2,2,1,1,1,1,1
1629,[1],[1],[1],[1],[2],[1],[1],[2],[1],[1],1950050,89,88,86,84,81,80,79,78,87,1,1,1,1,2,1,1,2,1,0
1630,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1950039,89,88,86,84,81,80,79,78,87,1,1,1,1,1,1,1,1,1,1
1631,[2],[2],[2],[1],[4],[1],[1],[1],[1],[1],1982163,98,92,95,99,100,101,102,103,104,2,2,2,1,1,1,1,1,1,1
1632,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2016050,108,109,110,112,113,114,115,111,106,1,1,1,1,1,1,1,1,1,1
1633,[1],[1],[1],[1],[1],[1],[3],[3],[4],[1],1954023,89,78,81,90,88,80,86,79,89,1,1,1,1,1,1,1,1,1,1
1634,[2],[2],[1],[2],[1],[2],[1],[1],[1],[0],1988090,98,92,95,100,102,103,104,105,106,2,2,1,2,1,2,1,1,1,1
1635,[4],[1],[1],[4],[1],[1],[1],[1],[3],[0],1993031,105,106,107,108,109,100,102,103,104,1,1,1,1,1,1,1,1,1,1
1636,[1],[1],[1],[1],[2],[1],[2],[2],[2],[1],1987100,98,92,95,100,102,103,104,105,106,1,1,1,1,2,1,1,1,1,1
1637,[3],[1],[1],[1],[4],[1],[4],[1],[3],[1],1975031,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1638,[2],[2],[1],[1],[1],[1],[1],[4],[1],[1],1983120,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,1,1,1
1639,[4],[1],[1],[1],[1],[1],[1],[1],[1],[0],1968086,91,92,94,95,97,98,91,78,81,1,1,1,1,1,1,1,1,1,1
1640,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1953086,81,90,88,80,86,79,89,84,78,1,1,1,1,1,1,1,1,1,0
1641,[1],[1],[1],[1],[2],[1],[1],[1],[1],[1],1960077,80,93,91,78,81,94,92,90,88,1,1,1,1,2,1,1,1,1,1
1642,[1],[2],[2],[4],[1],[2],[2],[1],[1],[0],1973083,100,101,102,81,94,98,92,95,99,1,1,1,1,1,2,2,1,1,1
1643,[1],[2],[2],[4],[4],[4],[5],[4],[1],[1],1975141,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
1644,[2],[1],[2],[1],[4],[1],[1],[4],[1],[1],1982028,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1645,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1946048,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
1646,[2],[1],[1],[1],[4],[2],[1],[3],[3],[1],2001085,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
1647,[2],[1],[2],[3],[1],[2],[1],[1],[2],[1],2008040,107,108,109,110,112,111,103,105,106,1,1,2,1,1,1,1,1,1,1
1648,[4],[1],[1],[1],[1],[3],[1],[1],[4],[0],1980037,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1649,[1],[1],[1],[2],[1],[2],[2],[1],[1],[1],1972013,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1
1650,[3],[1],[1],[1],[4],[1],[1],[4],[4],[1],1973009,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
1651,[2],[2],[1],[1],[2],[2],[1],[1],[1],[0],1984124,98,92,95,99,100,101,102,103,104,1,1,2,2,1,3,1,1,2,1
1652,[2],[2],[1],[4],[1],[1],[1],[1],[1],[1],1946066,86,84,81,80,79,78,85,82,87,2,2,1,1,1,1,1,1,1,1
1653,[1],[3],[3],[1],[1],[1],[1],[1],[1],[0],1973014,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
1654,[1],[4],[1],[4],[1],[1],[1],[1],[1],[1],1966091,88,91,92,94,95,97,90,78,81,1,1,1,1,1,1,1,1,1,1
1655,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1978084,94,98,92,95,99,100,101,102,103,1,4,1,1,1,1,1,1,1,0
1656,[3],[3],[1],[1],[1],[1],[1],[1],[1],[1],1983025,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1657,[4],[4],[1],[1],[1],[1],[1],[1],[1],[0],1986016,98,92,95,100,101,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1658,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1989046,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
1659,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2016005,111,106,108,109,110,112,113,114,115,1,1,1,1,1,1,1,1,1,1
1660,[2],[1],[1],[1],[1],[1],[1],[1],[1],[1],1955044,89,91,78,81,90,88,80,86,79,1,1,1,1,1,1,1,1,1,0
1661,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1983072,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
